"numenq","sch_lev","farm_f","trad_f","exec_f","tech_f","whc_f","blc_f","noocc_f","farm_m","trad_m","exec_m","tech_m","whc_m","blc_m","noocc_m","orfr","oroecd","orother","foreign","late6","urban","male","age98","date_first","full_first","wage_first","employed_36","full_36","wage_36","experience_36","employed_60","full_60","wage_60","experience_60"
"509219",7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,22,33,0,1687,1,1,1687,3,1,1,1687,27
"509235",3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,24,11,1,838,1,1,1220,25,1,1,1220,49
"509237",5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,24,24,1,1407,1,1,1618,12,1,1,1618,36
"509241",5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,13,0,1458,1,1,1458,23,1,1,1458,47
"509249",5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,13,1,1829,1,1,1397,23,1,1,1400,47
"509293",7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,27,7,1,808,0,,,3,1,1,1440,4
"509312",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,25,13,1,1067,1,1,1562,23,1,1,1562,47
"509327",7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,23,25,1,945,1,1,1238,11,1,1,1238,35
"509331",6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,23,6,1,810,1,1,881,30,1,1,1192,54
"509334",6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,25,7,,,0,,,3,1,1,1342,9
"509339",5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,35,13,0,1500,1,1,1500,23,1,1,1500,47
"509349",5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,25,14,1,827,1,1,1677,22,1,1,1677,46
"509365",5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,24,25,1,1403,1,1,1549,11,1,1,1549,35
"509374",6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24,12,0,,1,0,,24,1,0,,48
"509375",5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,22,13,1,1753,1,1,1589,23,1,1,1589,47
"509379",6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,22,7,,,0,,,27,1,1,1509,32
"509401",5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,22,13,1,1359,1,1,1354,23,1,1,1354,47
"509411",5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,22,23,1,1359,1,1,1582,13,1,1,1582,37
"509422",7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,25,10,1,762,1,1,2114,26,1,1,2114,50
"509448",5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,26,7,1,1143,1,1,1500,29,1,1,1500,53
"509470",5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,26,7,1,1404,1,1,1200,27,1,1,1371,51
"509471",7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,12,1,823,1,1,1389,12,1,1,1389,36
"509478",5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,25,17,0,,0,,,14,1,1,995,28
"509489",5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,22,13,1,963,1,1,1189,23,1,1,1450,47
"509499",5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,23,12,1,1342,1,1,1685,24,1,1,1685,48
"509505",7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,24,33,1,653,1,1,1474,3,1,1,1474,27
"509519",5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,21,6,1,610,1,1,991,9,0,,,28
"509525",5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,34,15,1,1246,1,1,1220,21,1,1,1372,45
"509533",5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,23,6,,,0,,,12,1,1,1319,27
"509534",5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,12,1,1111,1,1,1652,13,1,1,1652,37
"509538",5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,22,12,1,1220,1,0,1220,24,1,0,1220,48
"509543",5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,27,59,0,,0,,,0,1,0,,1
"509544",6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,23,10,1,1239,1,1,1956,26,1,1,1956,50
"509549",5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,24,22,1,1204,1,1,1475,14,1,1,1475,38
"509552",7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,23,25,0,,1,0,,11,1,0,,23
"509553",6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,23,7,1,1326,1,1,1753,29,1,1,1753,53
"509560",5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,12,1,1372,1,1,1551,21,1,1,1551,45
"509572",5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,22,13,0,,1,0,,19,1,0,,43
"509574",5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,15,1,1226,1,0,1372,21,1,0,1372,45
"509596",6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,26,6,0,854,1,0,,28,0,,,46
"509602",5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,22,12,1,1143,1,1,1512,24,1,1,1512,48
"509608",5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,23,13,0,1524,1,1,1524,23,1,0,1403,47
"509619",5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,24,13,1,1448,1,1,1651,23,1,1,1736,47
"509637",7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,25,10,0,,1,0,854,26,1,0,854,50
"509656",6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,24,24,1,871,0,,,3,1,1,1067,21
"509657",6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,25,2,1,884,1,1,1000,34,0,,,53
"509672",3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,33,3,0,,1,0,,33,1,0,,57
"509673",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,26,18,1,1326,1,1,1689,18,1,1,1689,42
"509674",5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,21,28,1,1069,1,1,1408,8,1,1,1408,32
"509689",6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,26,16,1,960,0,,,5,1,0,1037,27
"509690",3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,25,3,1,946,1,0,946,33,1,0,946,57
"509692",5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,25,23,1,1372,1,1,1403,13,1,1,1403,37
"509693",6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,24,7,,,0,,,7,1,1,1200,27
"509697",3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,30,2,1,1067,1,1,1258,34,1,1,1258,58
"509701",7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,23,20,0,,1,1,1400,16,1,1,1400,40
"509718",7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,30,15,0,,1,1,900,19,1,1,900,43
"509728",5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,22,12,1,1424,1,1,1689,24,1,1,1689,48
"509736",6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,24,21,1,800,0,,,9,1,1,1180,27
"509766",5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,22,7,1,972,1,0,,29,0,,,43
"509771",6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,26,7,,1799,1,1,1799,29,1,1,1799,53
"509774",5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,28,7,1,1215,0,,,7,1,0,,19
"509791",5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,12,1,762,1,1,1372,24,1,1,1372,48
"509792",5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,25,13,1,1601,1,1,1651,23,1,1,1651,47
"509799",6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,23,37,0,,0,,,0,1,0,,23
"509812",5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,26,14,0,1500,1,1,1500,22,1,1,1500,46
"509833",5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,22,12,1,1143,1,1,1626,24,1,1,1626,48
"509850",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,26,12,1,1703,1,0,1703,24,1,0,1703,48
"509857",7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,22,10,1,1067,1,1,1200,26,1,1,1200,50
"509861",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,22,15,1,1128,1,1,1448,21,1,1,1448,45
"509863",6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,25,7,1,884,1,1,1207,29,1,1,1207,53
"509870",6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,26,63,1,977,0,,,0,0,,,0
"509886",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,13,1,1372,1,1,1617,23,1,1,1617,47
"509887",5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,24,12,1,1296,1,1,1372,24,1,1,1372,48
"509907",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,22,13,1,2642,1,0,2642,22,1,0,2642,46
"509909",5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,23,13,1,1353,1,1,1677,23,1,1,1677,47
"509914",5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,28,3,0,,1,0,,24,1,1,1500,48
"509945",7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,25,16,1,808,1,1,1753,16,0,,,30
"509961",7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,26,13,1,1156,0,,,12,1,1,1569,33
"509979",6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,23,21,1,1021,1,1,1300,15,1,1,1300,39
"509981",5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,25,7,,,0,,,3,0,,,13
"509991",7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,23,7,,,1,1,2147,11,1,1,2147,35
"509995",5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,25,6,0,1422,1,1,1422,30,1,1,1422,54
"509996",6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,23,21,1,871,1,1,1000,15,1,1,1000,39
"510004",5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,23,7,,,1,1,1600,29,1,1,1600,53
"510005",5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,28,13,1,1372,1,1,1583,23,1,1,1583,47
"510011",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,35,11,1,1664,1,1,1791,25,1,1,1791,49
"510021",3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,22,13,1,963,1,1,1309,23,1,1,1385,47
"510025",5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,25,7,1,810,1,1,1143,15,0,,,35
"510026",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,10,0,,1,1,1601,25,1,1,1601,49
"510045",6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,27,3,1,991,1,1,1804,32,1,1,1883,55
"510046",5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,22,13,1,1480,1,1,1625,23,1,1,1625,47
"510050",5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,27,13,1,1357,1,1,1538,23,1,1,1538,47
"510078",6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,24,9,1,1169,1,1,1211,26,1,1,1696,50
"510091",7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,26,18,1,1664,1,1,2439,18,1,1,2439,42
"510095",5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,24,14,0,,1,1,1563,22,1,1,1563,46
"510098",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,12,1,1159,1,1,1664,24,1,1,1664,48
"510104",6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,22,7,,,1,1,1075,23,1,1,1075,47
"510125",3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,28,13,1,1296,1,1,1372,23,1,1,1372,47
"510140",5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,21,12,1,1372,1,1,1602,24,1,1,1602,48
"510152",5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,21,12,1,1220,1,1,1562,24,1,1,1562,48
"510153",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,13,1,1296,1,1,1499,23,1,1,1499,47
"510164",7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,25,9,0,,1,0,,27,1,0,,51
"510194",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,12,1,1261,1,1,1350,24,1,1,1350,48
"510212",5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,26,8,,,1,1,1469,26,1,1,1469,50
"510236",5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,23,14,1,1296,1,1,1625,22,1,1,1625,46
"510246",5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,28,14,1,1220,0,,,18,0,,,30
"510252",3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,19,11,1,1540,1,1,1583,25,1,1,1583,49
"510254",5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,34,14,1,1311,1,1,1733,22,1,1,1733,46
"510266",5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,25,13,1,1301,1,1,1610,23,1,1,1610,47
"510267",5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24,28,,1717,1,1,1717,8,1,1,1717,32
"510274",5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,23,13,0,,1,1,1403,23,1,1,1622,47
"510286",5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,12,0,1143,1,1,1143,24,1,1,1239,48
"510295",6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,24,8,1,1703,1,1,1925,28,1,1,1925,52
"510303",3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,21,16,0,,1,1,949,18,1,1,949,42
"510310",6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,22,7,,,1,1,1265,18,1,1,1265,42
"510312",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,24,17,1,793,0,,,13,1,1,1156,14
"510313",6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,24,16,1,1817,1,1,2332,20,1,,,44
"510317",3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,26,7,,,1,1,1245,27,1,1,1245,51
"510321",5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,33,17,1,1569,1,0,,17,1,1,1588,34
"510323",5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,21,13,1,1601,1,1,1625,23,1,1,1625,47
"510327",5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,28,7,1,1237,1,1,1442,29,1,1,1442,53
"510333",6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,22,10,0,1372,1,1,1372,26,1,1,1300,50
"510338",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,13,1,1261,1,1,1755,23,1,1,1448,47
"510351",5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,32,12,1,1448,1,,1448,24,1,,1448,48
"510363",7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,22,22,1,884,1,1,884,14,1,1,1150,38
"510366",5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,23,13,1,1490,1,1,1734,23,1,1,1734,47
"510373",5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,25,13,1,871,1,1,1489,23,1,1,1489,47
"510377",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,23,27,1,1372,1,1,1372,9,1,1,1677,33
"510383",5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,24,7,0,,1,1,860,23,1,1,860,47
"510389",5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,26,12,1,1524,1,1,1753,24,1,,,48
"510395",5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,22,12,1,1372,1,1,1677,24,1,1,1677,48
"510402",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,13,0,,1,1,1370,23,1,1,1370,47
"510407",6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,23,7,0,,0,,,14,1,1,2300,21
"510418",5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,26,12,0,,1,1,1677,24,1,1,1300,48
"510426",5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,21,13,0,,1,1,1089,23,1,1,1089,47
"510427",5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,22,13,1,1220,1,1,1417,23,1,1,1417,47
"510428",5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,13,1,963,1,0,1268,19,1,0,1268,43
"510440",7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,25,7,,,1,1,1320,14,1,1,1320,38
"510454",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,21,31,1,810,0,,,3,1,,,20
"510462",7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,25,7,,,1,1,2000,13,1,1,2000,37
"510471",7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,25,14,1,1237,1,1,1225,11,1,1,1225,35
"510477",5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,21,3,1,1067,1,1,1548,33,1,1,1548,57
"510478",5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24,13,1,2180,1,1,1404,23,1,1,1404,47
"510498",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,20,16,1,963,1,1,1400,20,1,1,1400,44
"510501",5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,25,13,1,1296,1,1,1373,23,1,1,1373,47
"510510",6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,24,8,1,871,1,1,915,23,1,1,915,47
"510512",5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,26,6,1,1372,1,1,1200,30,1,1,1200,54
"510521",5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,23,12,1,1599,1,1,1448,24,1,1,1448,48
"510535",6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,27,10,1,1275,1,1,1550,26,1,1,1550,50
"510544",5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,22,15,1,1261,1,1,1570,21,1,1,1570,45
"510556",5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,23,13,0,1601,1,1,1601,23,1,1,1551,47
"510557",5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,24,13,1,1125,1,1,1500,23,1,1,1500,47
"510560",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,12,1,1220,1,1,1626,24,1,1,1626,48
"510563",5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,25,16,1,1032,1,1,1683,20,1,1,1683,44
"510566",6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,22,7,0,1048,1,1,1048,29,1,1,1048,53
"510573",6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,23,7,1,915,1,1,1500,29,1,1,1500,53
"510594",5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,22,5,1,980,1,1,1372,19,1,1,1753,43
"510599",6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,24,17,1,1372,1,1,1372,19,1,1,1589,41
"510613",3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,13,1,1128,1,1,1045,23,1,1,1045,47
"510619",6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,10,1,877,1,1,1100,26,1,1,1548,50
"510634",7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,23,10,1,1080,1,1,1156,26,0,,,34
"510637",6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,28,19,0,809,1,1,809,17,1,0,,28
"510645",5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,27,15,1,963,0,,,12,0,,,18
"510660",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,13,1,1220,1,1,1220,23,1,1,1475,47
"510675",5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,12,1,1220,1,1,2243,24,1,1,2243,48
"510685",7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,24,34,1,534,1,0,534,2,0,,,13
"510690",3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,24,4,1,838,0,,,8,1,1,1159,28
"510709",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,25,10,0,,1,1,1569,15,1,1,1569,39
"510714",5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,22,12,0,,1,1,1421,24,1,1,1421,48
"510725",7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,24,7,1,1290,1,1,1571,29,1,1,1571,53
"510727",5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,12,1,1524,1,1,1524,20,1,0,,44
"510734",3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,23,2,0,,0,,,24,0,,,24
"510748",3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,27,11,1,1174,1,1,1350,25,1,1,1350,49
"510750",5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,24,16,1,1261,1,1,1517,17,1,1,1517,41
"510756",5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,29,13,0,1621,1,1,1621,23,1,1,1621,47
"510759",7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,24,10,0,,1,1,1377,25,1,1,1495,48
"510765",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,13,1,1677,1,1,1821,23,1,1,1821,47
"510768",6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,21,7,,,1,0,,29,1,0,,53
"510774",7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,23,11,1,1228,1,1,1528,25,0,,,33
"510783",5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,23,14,1,1261,0,,,19,1,1,1100,41
"510793",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,25,13,1,1365,1,1,1600,23,1,1,1600,47
"510798",6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,24,9,0,,1,1,1151,27,1,1,1151,51
"510799",5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,6,,1143,1,1,1143,30,1,1,1143,54
"510801",6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,10,0,,1,1,1279,18,1,1,1279,42
"510811",6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,25,10,1,854,1,1,930,26,1,1,930,50
"510822",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,13,1,1321,1,1,1315,23,1,1,1315,47
"510840",5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,13,1,1342,1,1,1151,23,1,1,1151,47
"510846",5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,21,13,1,1160,1,1,1300,22,1,1,1300,46
